8,1.972,false,0.7167235494880546
8,1.735,false,0.7167235494880546
8,0.835,false,0.7167235494880546
9,0.531,false,0.4847560975609756
10,0.484,false,0.6007067137809188
11,0.556,false,0.6076696165191741
12,0.415,false,0.2993492407809111
13,0.432,false,0.43842364532019706
14,0.393,false,0.44166666666666665
15,0.386,false,0.40792540792540793
16,0.353,false,0.4218106995884774
17,0.358,false,0.3338983050847458
18,0.363,false,0.3669421487603306
19,0.304,false,0.2847682119205298
20,0.32,false,0.3078078078078078
