Average Duration,Standard Deviation
0.0,0.0
Average Duration,Standard Deviation
0.025,0.0
Average Duration,Standard Deviation
0.056999999999999995,0.03200000000000001
Average Duration,Standard Deviation
0.048999999999999995,0.028472208672083502
Average Duration,Standard Deviation
0.04,0.029171904291629643
Average Duration,Standard Deviation
0.0492,0.0319274176844918
Average Duration,Standard Deviation
0.0545,0.03146294116363991
Average Duration,Standard Deviation
0.05171428571428571,0.029917573840299885
Average Duration,Standard Deviation
0.052125,0.028006416675469218
Average Duration,Standard Deviation
0.050777777777777776,0.02667823823009549
Average Duration,Standard Deviation
0.04989999999999999,0.02544582480486732
Average Duration,Standard Deviation
0.04672727272727272,0.026254318810404274
Average Duration,Standard Deviation
0.05024999999999999,0.027719202128969507
Average Duration,Standard Deviation
0.06953846153846154,0.07192904129938421
Average Duration,Standard Deviation
0.06571428571428571,0.07067069363445862
Average Duration,Standard Deviation
0.06793333333333333,0.06877738646451237
Average Duration,Standard Deviation
0.06549999999999999,0.06725696989903725
Average Duration,Standard Deviation
0.06211764705882352,0.06663675222731708
Average Duration,Standard Deviation
0.05977777777777777,0.06547396051998719
Average Duration,Standard Deviation
0.05963157894736841,0.06373069204106639
Average Duration,Standard Deviation
0.05824999999999999,0.06240823262999844
Average Duration,Standard Deviation
0.05776190476190476,0.06094330289539988
Average Duration,Standard Deviation
0.05609090909090908,0.06003249808600575
Average Duration,Standard Deviation
0.0556086956521739,0.058756490209822265
Average Duration,Standard Deviation
0.053833333333333316,0.05814612817911632
Average Duration,Standard Deviation
0.05371999999999998,0.05697404321267714
Average Duration,Standard Deviation
0.057346153846153824,0.058736008027897656
Average Duration,Standard Deviation
0.05644444444444442,0.05782113757629893
Average Duration,Standard Deviation
0.05524999999999997,0.057117438543007944
Average Duration,Standard Deviation
0.054172413793103426,0.056412928920115644
Average Duration,Standard Deviation
0.05279999999999997,0.05595498190509942
Average Duration,Standard Deviation
0.05219354838709675,0.055145215541208756
Average Duration,Standard Deviation
0.051187499999999976,0.05456500566984304
Average Duration,Standard Deviation
0.050484848484848466,0.05387871970544826
Average Duration,Standard Deviation
0.04941176470588233,0.05343721860445146
Average Duration,Standard Deviation
0.048485714285714264,0.05294437589371995
Average Duration,Standard Deviation
0.04824999999999998,0.05222248079132207
Average Duration,Standard Deviation
0.047216216216216196,0.05188403656759801
Average Duration,Standard Deviation
0.04644736842105261,0.051409960824942896
Average Duration,Standard Deviation
0.049666666666666644,0.05448892304902656
Average Duration,Standard Deviation
0.04932499999999998,0.053845792546864814
Average Duration,Standard Deviation
0.048878048780487786,0.053260150811703745
Average Duration,Standard Deviation
0.04838095238095236,0.05271845813056753
Average Duration,Standard Deviation
0.0475581395348837,0.052374013761300596
Average Duration,Standard Deviation
0.04715909090909088,0.05184151687499923
Average Duration,Standard Deviation
0.04659999999999997,0.051396238513468445
Average Duration,Standard Deviation
0.04626086956521736,0.050885393301199636
Average Duration,Standard Deviation
0.04589361702127657,0.05040273297324739
Average Duration,Standard Deviation
0.04529166666666664,0.0500453787132794
Average Duration,Standard Deviation
0.045612244897959155,0.04958185000645375
Average Duration,Standard Deviation
0.044919999999999974,0.04932214107274748
Average Duration,Standard Deviation
0.044392156862745065,0.04897861815654274
Average Duration,Standard Deviation
0.04596153846153843,0.04978336204089352
Average Duration,Standard Deviation
0.047603773584905626,0.05071352751044354
Average Duration,Standard Deviation
0.04722222222222219,0.050318491802556584
Average Duration,Standard Deviation
0.04681818181818179,0.04994727798901958
Average Duration,Standard Deviation
0.04646428571428569,0.04956884256325971
Average Duration,Standard Deviation
0.045947368421052605,0.049284146076383456
Average Duration,Standard Deviation
0.045775862068965494,0.04887459078352309
Average Duration,Standard Deviation
0.04540677966101692,0.04854008256125188
Average Duration,Standard Deviation
0.045149999999999975,0.048174275638906465
Average Duration,Standard Deviation
0.04465573770491801,0.04793092203109466
Average Duration,Standard Deviation
0.04414516129032255,0.04770975648317297
Average Duration,Standard Deviation
0.04384126984126981,0.047390041934756516
Average Duration,Standard Deviation
0.04371874999999997,0.047028405229579094
Average Duration,Standard Deviation
0.04333846153846151,0.046764311482180174
Average Duration,Standard Deviation
0.045242424242424216,0.04888144613185286
Average Duration,Standard Deviation
0.0451194029850746,0.048525581002022776
Average Duration,Standard Deviation
0.04477941176470585,0.048247781292552534
Average Duration,Standard Deviation
0.04456521739130432,0.04792944036746362
Average Duration,Standard Deviation
0.04417142857142854,0.047698149538401985
Average Duration,Standard Deviation
0.04397183098591546,0.04739048809029325
Average Duration,Standard Deviation
0.04369444444444441,0.04711824336734865
Average Duration,Standard Deviation
0.04352054794520545,0.04681766134054956
Average Duration,Standard Deviation
0.04314864864864862,0.04660868798272645
Average Duration,Standard Deviation
0.04282666666666664,0.04637970054045438
Average Duration,Standard Deviation
0.042921052631578915,0.046080810927479066
Average Duration,Standard Deviation
0.042493506493506465,0.04593208520566935
Average Duration,Standard Deviation
0.042153846153846125,0.045733923032868426
Average Duration,Standard Deviation
0.044278481012658195,0.049165166404336484
Average Duration,Standard Deviation
0.04458749999999997,0.04893406118185984
Average Duration,Standard Deviation
0.04482716049382713,0.04867828124304219
Average Duration,Standard Deviation
0.045170731707317044,0.04847926508691159
Average Duration,Standard Deviation
0.0449759036144578,0.04821862258445919
Average Duration,Standard Deviation
0.04570238095238092,0.04838554973235807
Average Duration,Standard Deviation
0.04595294117647056,0.048154874136624934
Average Duration,Standard Deviation
0.04676744186046509,0.04845944706385943
Average Duration,Standard Deviation
0.04716091954022986,0.04831812053017212
Average Duration,Standard Deviation
0.048443181818181795,0.049509149281757085
Average Duration,Standard Deviation
0.05052808988764043,0.052972982277833404
Average Duration,Standard Deviation
0.05117777777777776,0.05303323439709561
Average Duration,Standard Deviation
0.05169230769230767,0.05296644019548841
Average Duration,Standard Deviation
0.05396739130434781,0.05697338262712964
Average Duration,Standard Deviation
0.054204301075268795,0.05671178958801201
Average Duration,Standard Deviation
0.05439361702127657,0.05643886130708666
Average Duration,Standard Deviation
0.0546736842105263,0.05620665667736916
Average Duration,Standard Deviation
0.05443749999999998,0.055960516679917596
Average Duration,Standard Deviation
0.05536082474226802,0.05640157663348147
Average Duration,Standard Deviation
0.05551020408163264,0.05613235905083105
Average Duration,Standard Deviation
0.05609090909090908,0.05614323149416944
Average Duration,Standard Deviation
0.057159999999999996,0.056865581857570055
Average Duration,Standard Deviation
0.058128712871287125,0.057406603160804696
